Your Input	Gene	Public Name	Status	Sequence Name	Other Name	Transcript	WormPep	Uniprot	TreeFam	RefSeq_mRNA	RefSeq_protein	RNAi Phenotype Observed	RNAi Phenotype Not Observed	Allele Phenotype Observed	Allele Phenotype Not Observed	Expr_pattern Tissue	Genomic Study Tissue	Expr_pattern LifeStage	Genomic Study LifeStage	Public Name	Disease Info	Human Ortholog	Description Type	Description Text
nrf-5	WBGene00003812	nrf-5	Live	F55B12.5	CELE_F55B12.5	F55B12.5,F55B12.5:wp90,F55B12.5.1,F55B12.5.2	CE32438	Q93796	TF320911	NM_074023.5	NP_506424.2	embryonic lethal,larval arrest,reduced brood size	embryonic lethal,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	accumulated cell corpses,axon regeneration defective,diacetyl chemotaxis defective,embryonic lethal,engulfment failure by killer cell,isoamyl alcohol chemotaxis defective,regenerative axonal fusion defective,uptake of yolk defective	coelomocyte uptake defective	apoptotic cell,body wall musculature,intestine,pharyngeal cell	body wall muscle cell,germ line,muscle cell	N.A.	1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	nrf-5	N.A.	ENSG00000087237|Panther,ENSG00000100979|Panther,ENSG00000078898|Panther,ENSG00000167104|Panther,ENSG00000125999|Panther,ENSG00000186190|Panther,ENSG00000186191|Panther,ENSG00000184459|Panther,ENSG00000131050|Panther,ENSG00000131059|Panther,ENSG00000198183|Panther,ENSG00000129988|Panther,ENSG00000101425|Panther	Concise_description	nrf-5 encodes a lipid-binding protein that is related to mammalian cholesterol-ester-binding proteins; nrf-5 was identified in screens for genes that confer resistance to the action of fluoxetine, and appears to play a role in transporting hydrophobic molecules from the intestine to other tissues; NRF-5 also functions with CED-7 and TTR-52 to mediate phosphatidylserine transfer from apoptotic cells to phagocytes to facilitate cell corpse engulfment; NRF-5 appears to be a secreated protein as expression of an NRF-5::GFP reporter fusion is detected on the basal surface of pharyngeal cells and the basal-lateral membranes of the intestine; expression of a non-secretable form of the NRF-5::GFP reporter is detected in body wall muscle cells.
F59G1.11	WBGene00198128	F59G1.11	Live	F59G1.11	CELE_F59G1.11	F59G1.11	N.A.	N.A.	N.A.	NR_051127.1	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.	F59G1.11	N.A.	N.A.	N.A.	N.A.
oac-42	WBGene00011515	oac-42	Live	T06C12.8	CELE_T06C12.8	T06C12.8a,T06C12.8b,T06C12.8:wp188,T06C12.8:wp234,T06C12.8a,T06C12.8b	CE47941,CE47841	K8FDX6,K8ERN7	N.A.	NM_001276972.1,NM_001276973.1	NP_001263902.1,NP_001263901.1	N.A.	embryonic lethal,larval arrest,larval lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.	oac-42	N.A.	N.A.	Automated_description	oac-42 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups, based on protein domain information.
F55C10.4	WBGene00010108	F55C10.4	Live	F55C10.4	CELE_F55C10.4	F55C10.4,F55C10.4	CE11184	Q20806	TF315451	NM_073486.3	NP_505887.1	N.A.	embryonic lethal,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.	F55C10.4	N.A.	N.A.	Automated_description	Microarray and RNA sequencing studies indicate that F55C10.4 is regulated by let-7, nhr-114, emr-1, lem-2, bar-1, ubc-9, clk-1, jmjd-3.1, jmjd-1.2, hsf-1, ain-2, mir-243, aak-2, oga-1, and pmk-1; microarray and RNA sequencing studies indicate that F55C10.4 is regulated by Heme, Ethanol, Methylmercury hydroxide, Mercuric Chloride, Tunicamycin, Multi-walled carbon nanotubes, Fluoranthene, single-walled carbon nanotubes, and Allantoin.
clec-209	WBGene00021224	clec-209	Live	Y19D10A.9	CELE_Y19D10A.9	Y19D10A.9,Y19D10A.9	CE17006	G5EBG4	TF317818	NM_071249.1	NP_503650.1	dauer lifespan extended,rays displaced	embryonic lethal,larval arrest,larval lethal,maternal sterile,organism morphology variant,postembryonic development variant,rays displaced,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	DA neuron,DD neuron,germ line,hermaphrodite-specific,intestine,neuron,VA neuron,Z4.aapppap (5L) nucleus	N.A.	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,3-fold embryo Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	clec-209	N.A.	N.A.	Automated_description	RNA sequencing and microarray studies indicate that clec-209 is regulated by Manganese chloride, Atrazine, Chlorpyrifos, Diazinon, Quercetin, Humic substances, R24, single-walled carbon nanotubes, Paraquat, and Sirolimus; RNA sequencing and microarray studies indicate that clec-209 is enriched in the germ line, Z4.aapppap (5L) nucleus, intestine, and hermaphrodite-specific tissues and in neurons including the DA and DD neurons.
H41C03.1	WBGene00019268	H41C03.1	Live	H41C03.1	CELE_H41C03.1	H41C03.1,H41C03.1	CE19507	O76636	TF313988	NM_062767.3	NP_495168.1	avoids bacterial lawn,clear,egg laying variant,pale,pharyngeal pumping reduced,RAB-11 recycling endosome morphology variant,sick,slow growth,transgene expression increased,transgene subcellular localization variant	embryonic lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,transgene expression increased,Variant	N.A.	lethal	N.A.	hypodermis,OLL,PVD	N.A.	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,L4-adult lethargus Ce	H41C03.1	N.A.	ENSG00000214491|Panther,ENSG00000133488|Panther,ENSG00000100012|Panther,ENSG00000249590|Panther,ENSG00000100003|Panther	Automated_description	H41C03.1 is an ortholog of human RP4-539M6.19 and members of the SEC14 (SEC14) family including SEC14L6; H41C03.1 is involved in oviposition.
ptr-15	WBGene00004229	ptr-15	Live	T07H8.6	CELE_T07H8.6	T07H8.6,T07H8.6.1,T07H8.6.2	CE18227	O61894	TF331806	NM_072359.3	NP_504760.1	N.A.	body vacuole,embryonic lethal,everted vulva,intestinal vacuole,larval arrest,larval lethal,lethal,locomotion variant,maternal sterile,molt defect,organism morphology variant,postembryonic development variant,slow growth,small,sterile progeny,Variant	N.A.	N.A.	N.A.	Z1,Z4	N.A.	1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,4-cell embryo Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce	ptr-15	N.A.	ENSG00000165186|Panther,ENSG00000244694|Panther,ENSG00000182077|Panther	Concise_description	ptr-15 encodes a nematode-specific member of the sterol sensing domain (SSD) proteins, distantly paralogous to Drosophila PATCHED (PTC) and human PTCH (OMIM:601309, mutated in basal cell nevus syndrome); PTR-15 has no known function in vivo.
spp-4	WBGene00004989	spp-4	Live	T08A9.8	CELE_T08A9.8	T08A9.8,T08A9.8.1,T08A9.8.2	CE04923	Q22338	TF343148	NM_076836.3	NP_509237.1	N.A.	embryonic lethal,fewer eggs laid,increased pathogen survival,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,transgene expression reduced,Variant	N.A.	N.A.	N.A.	AVE,body wall muscle cell,DA neuron,germ line,hypodermis,intestine,male-specific,pharyngeal muscle cell,VA neuron,Z4.aapppap (5L) nucleus	N.A.	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	spp-4	N.A.	N.A.	Concise_description	spp-4 encodes an antimicrobial peptide that belongs to the SPP-protein family, called caenopores, with structural similarity to saposin-like proteins (SAPLIPs), the amoebapores and the mammalian NK-lysin and granulysin; caenopores are part of the worm's innate immune system and interact with and eliminate bacteria via membrane pore-forming activity; C. elegans has at least 33 putative SPP proteins; phylogenetic analysis indicates that spp-4 is most similar to spp-2, spp-5 and spp-6.
F57F5.1	WBGene00010204	F57F5.1	Live	F57F5.1	CELE_F57F5.1	F57F5.1,F57F5.1:wp195,F57F5.1	CE43083	Q20950	TF314576	NM_073610.5	NP_506011.2	embryonic lethal,larval arrest,lethal,locomotion variant,pattern of transgene expression variant,receptor mediated endocytosis defective	basement membrane gap expansion variant,embryonic lethal,lethal,maternal sterile,organism morphology variant,Variant	N.A.	embryonic lethal,lethal,Variant	N.A.	DA neuron,germ line,I5 neuron,intestine,neuron,OLL,PVD,retrovesicular ganglion,SAB,VA neuron	N.A.	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,9-days post-L4 adult hermaphrodite Ce,10-days post-L4 adult hermaphrodite Ce,11-15 days post-L4 adult hermaphrodite Ce,20-days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	F57F5.1	N.A.	ENSG00000164733|ParaSite-Compara;Inparanoid_8	Automated_description	F57F5.1 is an ortholog of human CTSB (cathepsin B); F57F5.1 is involved in embryo development, locomotion, nematode larval development and receptor-mediated endocytosis; F57F5.1 is predicted to have cysteine-type peptidase activity, based on protein domain information.
T08G2.2	WBGene00020365	T08G2.2	Live	T08G2.2	CELE_T08G2.2	T08G2.2,T08G2.2:wp108,T08G2.2	CE35763	Q22346	TF315659	NM_078386.2	NP_510787.2	N.A.	embryonic lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,Variant	N.A.	N.A.	N.A.	FLP	N.A.	1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,adult Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce	T08G2.2	N.A.	N.A.	Automated_description	Tiling array, RNA sequencing, and microarray studies indicate that T08G2.2 is regulated by hpl-2, rsr-2, clk-1, tdp-1, jmjd-3.1, jmjd-1.2, and mir-243; RNA sequencing studies indicate that T08G2.2 is regulated by Methylmercury hydroxide and Multi-walled carbon nanotubes; microarray studies indicate that T08G2.2 is enriched in the FLP neurons.
mir-58.1	WBGene00003286	mir-58.1	Live	Y67D8A.4	cel-mir-58a,mir-58a,CELE_Y67D8A.4	Y67D8A.4,Y67D8A.4a,Y67D8A.4b	N.A.	N.A.	N.A.	NR_000454.2	N.A.	N.A.	N.A.	N.A.	amphid phasmid morphology variant,DAPI staining variant,dauer formation variant,defecation cycle variant,egg laying defective,egg retention,locomotion variant,pharyngeal pumping variant	excretory canal,excretory cell,hypodermis,intestine,nervous system,pharynx,spermatheca	N.A.	adult Ce,all stages Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce	N.A.	mir-58.1	N.A.	N.A.	Concise_description	mir-58 encodes a microRNA, a small non-protein coding RNA and is conserved in C. briggsae; mir-58 is expressed constitutively throughout development in normal worms and in glp-4(bn2) adults; many of the known microRNAs are involved in post-transcriptional regulation of genes; the precise function of mir-58 is not known.
T10G3.3	WBGene00011694	T10G3.3	Live	T10G3.3	CELE_T10G3.3	T10G3.3,T10G3.3:wp138,T10G3.3b:wp229,T10G3.3	CE37988	P92020	TF315446	NM_073945.5	NP_506346.2	N.A.	embryonic lethal,larval arrest,larval lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	germ line	N.A.	1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,4-cell embryo Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,L4-adult lethargus Ce	T10G3.3	N.A.	N.A.	Automated_description	Microarray and RNA sequencing studies indicate that T10G3.3 is regulated by Tunicamycin, D-glucopyranose, Bisphenol S, Quercetin, Humic substances, Colistin, Sirolimus, and Ag nanoparticles; RNA sequencing studies indicate that T10G3.3 is enriched in the germ line.
spp-23	WBGene00021335	spp-23	Live	Y34D9A.11	Y34D9A.g,Y34D9A.g,CELE_Y34D9A.11	Y34D9A.11,Y34D9A.11	CE21539	Q6AW11	TF343148	NM_001026570.3	NP_001021741.1	N.A.	embryonic lethal,larval arrest,larval lethal,maternal sterile,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	DA neuron,germ line,intestine,pharyngeal muscle cell,VA neuron,Z4.aapppap (5L) nucleus	N.A.	1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,4-cell embryo Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,blastula embryo Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,L4-adult lethargus Ce	spp-23	N.A.	N.A.	Automated_description	RNA sequencing and microarray studies indicate that spp-23 is regulated by Rotenone, Tunicamycin, D-glucose, Cry5B, Ivermectin, Quercetin, Hydrolyzable Tannins, Humic substances, R24, Paraquat, Dafa#1, Multi-walled carbon nanotubes, and Sirolimus; tiling array, RNA sequencing, and microarray studies indicate that spp-23 is enriched in the pharyngeal muscle cell, germ line, Z4.aapppap (5L) nucleus, and intestine and in the DA and VA neurons.
sym-1	WBGene00006366	sym-1	Live	C44H4.3	CELE_C44H4.3	C44H4.3,C44H4.3	CE08724	G5EFP4	TF318447	NM_078025.4	NP_510426.1	embryonic lethal,reduced brood size	embryonic lethal,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	cuticle development variant,extracellular matrix variant	embryonic rupture	N.A.	intestine,male-specific,OLL,PVD	N.A.	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,3-fold embryo Ce,4-cell embryo Ce,5-days post-L4 adult hermaphrodite Ce,6-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	sym-1	N.A.	ENSG00000187122|Panther,ENSG00000184347|Panther,ENSG00000145147|Panther	Concise_description	sym-1 encodes a protein containing 15 contiguous leucine-rich repeats (LRRs) that functionally overlaps with sym-5 and interacts with mec-8 with respect to embryonic viability and attachment of body muscle to the extracellular cuticle; expression begins at the time of embryonic elongation and SYM-1 is secreted from the apical hypodermal surface of the embryo; microarray analyses indicate that sym-1 transcripts are reduced in lin-14 loss-of-function mutants, suggesting that LIN-14 positively regulates sym-1 expression.
T13G4.4	WBGene00020491	T13G4.4	Live	T13G4.4	T13G4.d,T13G4.d,CELE_T13G4.4	T13G4.4,T13G4.4:wp212,T13G4.4	CE44630	Q966F6	TF313927	NM_075822.2	NP_508223.2	N.A.	embryonic lethal,maternal sterile,organism morphology variant,Variant	N.A.	N.A.	N.A.	muscle cell	N.A.	1-day post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,4-cell embryo Ce,5-days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,blastula embryo Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,L4-adult lethargus Ce	T13G4.4	N.A.	N.A.	Automated_description	RNA sequencing and microarray studies indicate that T13G4.4 is regulated by emr-1, lem-2, elt-2, hsf-1, sir-2.1, dpy-9, dpy-10, lin-35, and eat-2; RNA sequencing and microarray studies indicate that T13G4.4 is regulated by Mianserin, Cry5B, Hydrolyzable Tannins, Humic substances, and Allantoin; microarray studies indicate that T13G4.4 is enriched in the muscle cell.
K08A2.1	WBGene00019511	K08A2.1	Live	K08A2.1	CELE_K08A2.1	K08A2.1,K08A2.1.1,K08A2.1.2	CE23860	Q9N5J2	TF320081	NM_062018.5	NP_494419.1	N.A.	embryonic lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,Variant	N.A.	N.A.	vm1	body wall muscle cell,body wall musculature,DA neuron,excretory cell,GABAergic neuron,germ line,intestine,VA neuron	N.A.	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,5-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	K08A2.1	N.A.	N.A.	Automated_description	RNA sequencing and microarray studies indicate that K08A2.1 is regulated by Manganese chloride, Cadmium, Chlorpyrifos, Diazinon, Quercetin, Humic substances, and Sirolimus; tiling array, RNA sequencing, and microarray studies indicate that K08A2.1 is enriched in the body wall muscle cell, excretory cell, intestine, germ line, muscle cell, and body wall musculature and in the GABAergic and DA neurons.
hosl-1	WBGene00016704	hosl-1	Live	C46C11.1	CELE_C46C11.1	C46C11.1a,C46C11.1b,C46C11.1:wp154,C46C11.1a,C46C11.1b	CE27859,CE39698	E7FM69,Q966P1	TF314423	NM_001047764.1,NM_001047763.3	NP_001041228.1,NP_001041229.1	N.A.	egg laying defective,embryonic lethal,fat content variant,hypoxia hypersensitive,larval arrest,larval lethal,lethal,life span variant,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	dauer metabolism variant	lethal	arcade cell,head neuron,hypodermis,intestine,nervous system,pharynx,rectal epithelium,reproductive system,seam cell,tail,tail neuron,ventral cord neuron,vulva	germ line,intestine,neuron	adult Ce,larva Ce	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,5-days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,L4-adult lethargus Ce,larva Ce	hosl-1	N.A.	ENSG00000079435|ParaSite-Compara;Inparanoid_8;Panther	Concise_description	hosl-1 encodes the C. elegans ortholog of hormone-sensitive lipase (LIPE); by homology, HOSL-1 is predicted to function in the regulation of energy homeostasis and fat metabolism by catalyzing the first, rate-limiting step of triglyceride hydrolysis; hosl-1(RNAi) suppresses the egg-laying defective phenotype of egl-9(sa307) mutants; large-scale expression studies suggest that hosl-1 is expressed in a variety of tissues including the pharynx, intestine, hypodermis, and nervous system.
F58H1.2	WBGene00010285	F58H1.2	Live	F58H1.2	CELE_F58H1.2	F58H1.2,F58H1.2	CE06026	Q21011	N.A.	NM_073595.3	NP_505996.1	N.A.	embryonic lethal,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	hypodermis	AFD,AWB,germ line	embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce	F58H1.2	N.A.	N.A.	Automated_description	F58H1.2 is expressed in the hypodermis.
ugt-31	WBGene00021464	ugt-31	Live	Y39G10AR.6	CELE_Y39G10AR.6	Y39G10AR.6,Y39G10AR.6a:wp142,Y39G10AR.6b:wp142,Y39G10AR.6	CE33221	Q86S61	TF352368	NM_001026585.3	NP_001021756.1	N.A.	embryonic lethal,larval arrest,larval lethal,maternal sterile,organism morphology variant,organism pathogen response variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	amphid sheath cell,germ line,Z4.aapppap (5L) nucleus	N.A.	1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,5-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,L4-adult lethargus Ce	ugt-31	N.A.	ENSG00000168671|Inparanoid_8,ENSG00000145626|Inparanoid_8	Automated_description	ugt-31 is an ortholog of human UGT3A2 (UDP glycosyltransferase family 3 member A2) and UGT3A1 (UDP glycosyltransferase family 3 member A1); ugt-31 is predicted to have transferase activity, transferring hexosyl groups, based on protein domain information.
